사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-09,우이신설선,4704,가오리,72637,69557,51925,52855
2023-09,우이신설선,4705,화계,58095,51430,46176,46925
2023-09,우이신설선,4706,삼양,31006,31171,28148,30836
2023-09,우이신설선,4707,삼양사거리,37782,37141,37150,36819
2023-09,우이신설선,4708,솔샘,125990,115101,41483,43252
2023-09,우이신설선,4709,북한산보국문,142242,131486,44408,43373
2023-09,우이신설선,4710,정릉,95391,82724,47203,43911
2023-09,우이신설선,4711,성신여대입구(돈암),71813,84928,30002,28841
2023-09,우이신설선,4712,보문,30806,31088,15898,15109
2023-09,우이신설선,4713,신설동,34064,33928,29659,27428
2023-09,신림선,4401,샛강,58898,70324,13953,13406
2023-09,신림선,4402,대방,64220,44941,16552,13930
2023-09,신림선,4403,서울지방병무청,60661,64122,22964,25119
2023-09,신림선,4404,보라매,83789,76988,23375,20341
2023-09,신림선,4405,보라매공원,41727,45304,17020,17866
2023-09,신림선,4406,보라매병원,140605,147324,51339,50469
2023-09,신림선,4407,당곡,92750,89128,35465,34881
2023-09,신림선,4408,신림,33090,48438,15394,18942
2023-09,신림선,4409,서원,75606,61607,24441,23604
2023-09,신림선,4410,서울대벤처타운,204469,181133,62122,61696
2023-09,신림선,4411,관악산(서울대),60579,63755,34840,35563
